,title,time
251,"기아차, '서프라이즈 위크엔드 2017' 개최",2017-04-25 09:17:36
252,"기아차 광주공장, 아동·청소년 문화·예술 지원",2017-04-26 14:36:54
253,"기아차, 인도에 다섯번째 해외 공장 짓는다(종합)",2017-04-27 11:22:47
254,"국토부, 현대·기아차 강제리콜 청문 5월8일 개최",2017-04-28 11:21:05
255,다이아 정채연·기희현…4일 넥센 vs 기아전 시구·시타 나서,2017-05-03 08:30:15
256,현대기아 12개 차종 25만대 강제리콜 여부 청문회 개최(종합),2017-05-08 10:57:56
257,"기아차, 안전성 높인 '2018 K9' 출시…5천60만원부터",2017-05-10 11:47:35
258,"기아차, 스팅어 사전계약 실시. 가격은 3500만원부터 시작",2017-05-11 11:08:12
259,"현대기아차 ""시정조치명령 수용""…車업계 '불똥' 튈까 긴장(종합)",2017-05-12 14:38:12
260,"기아차, 840Km 달리는 SUV 친환경차 출시",2017-05-15 11:22:15
261,"멜론, 기아車와 '달리는 노래방' 선봬",2017-05-17 10:14:04
262,"기아차, 멤버십고객 대상 '영화+식사' 이벤트",2017-05-18 11:55:44
263,"기아차, 내달 총상금 10억원 한국여자오픈 개최",2017-05-22 11:47:49
264,기아차 '스팅어' 출시…고성능차 시장 본격 공략(종합),2017-05-23 14:26:48
265,"기아차 야심작 '스팅어', 꿈을 현실로 만들다",2017-05-23 16:27:09
266,"기아차, K9 오너 초청 골프대회 개최…참가자 모집",2017-05-25 11:48:55
267,"기아차, 스마트 쉐어링 프로그램 실시",2017-05-26 08:55:08
268,5년간 8만명 고용창출…협력사 일자리 챙기는 현대기아차,2017-05-29 11:18:07
269,기아차 첫 브랜드 체험관 '비트 360' 6월 개관,2017-05-31 11:33:43
270,6월 말 개관 기아차 브랜드 체험관 ‘비트(BEAT) 360’ 외관 공개,2017-06-01 03:07:22
271,현대·기아차 美서 주춤… 5월 판매량 11.5% ↓,2017-06-02 14:11:08
272,현대·기아 하이브리드차 글로벌 판매 50만대 돌파,2017-06-05 06:10:01
273,"기아차, 소형SUV '스토닉' 렌더링 이미지 첫 공개",2017-06-07 10:08:16
274,"기아차 '스팅어', 19일만 2700대 계약",2017-06-08 12:02:30
275,"현대기아차, FIFA 컨페더레이션스컵 공식차량 지원",2017-06-09 09:38:52
276,"현대기아차 24만대 강제리콜…""시동꺼짐·타이어이탈 가능성""",2017-06-12 06:00:05
277,"기아차, 에티오피아 '자동차 정비훈련센터' 완공",2017-06-15 09:08:17
278,광주-기아 챔피언스필드 시즌 최다 만원관중…벌써 8번째,2017-06-17 17:34:57
279,기아차 '스토닉' 유럽서 첫 공개,2017-06-21 22:39:05
280,"[종합]기아차, 소형 SUV '스토닉' 사전계약 돌입···'2030 세대 겨냥'",2017-06-27 14:31:55
281,"현대·기아차 3개 차종, 'IDEA 디자인상' 동시 수상",2017-06-28 08:43:04
282,상상과 영감의 공간 기아차 ‘비트(BEAT)360’ 개관,2017-06-29 10:31:58
283,역투하는 기아 선발 정용운,2017-06-30 19:13:58
284,"현대·기아차, 美시장 6월 판매 두자릿수 감소 '불황의 늪'(종합)",2017-07-04 10:13:54
285,"현대·기아 전기차 판매, 세계 주요 완성차 3위…1년만에 50%↑",2017-07-06 10:07:20
286,BMW 추월한 현대·기아 전기차… 세계 3위 질주,2017-07-07 03:05:30
287,"현대기아차 내비게이션, 스마트폰 보다 똑똑해 진다",2017-07-10 13:17:21
288,"광주 서구 화정1동, 기아위드 마을배움터 명사특강 개최",2017-07-11 10:05:48
289,“스팅어 시승권 18만원에 팝니다”…마케팅 부작용에 난감한 기아차,2017-07-12 15:00:50
290,"소형 SUV '스토닉' 판매 시작…기아 ""가성비 최고""(종합)",2017-07-13 14:25:05
291,"[Hot-Line] ""기아차, 통상임금 선고기일 확정시 불확실성 해소""",2017-07-14 07:55:19
292,"기아차, KBO 올스타전 최정 선수에 `스팅어` 증정",2017-07-16 09:30:04
293,"현대·기아·쉐보레, 수해차량 특별 점검 서비스(종합)",2017-07-19 14:47:24
294,"기아자동차, 스토닉 1호차 전달",2017-07-21 09:23:43
295,"금호타이어, 기아타이거즈와 핫써머 페스티벌 개최",2017-07-25 11:21:36
296,'빅2' 시장 부진으로 실적 감소한 현대·기아차…돌파구는?,2017-07-26 11:51:19
297,기아차 2분기 영업이익 4천40억원…전년대비 47.6%↓(종합),2017-07-27 10:21:41
298,"현대·기아차, 내달 1~4일 하계 무상점검 서비스",2017-07-28 09:44:10
299,"""승용차와 SUV를 동시에""…기아차, '스위칭 렌트 프로그램' 실시",2017-07-31 14:55:58
300,"월드비전 부산본부, 청소년 기아체험 캠프",2017-07-31 19:38:31
301,경기전 폭우 쏟아진 광주-기아챔피언스필드,2017-08-02 19:07:36
302,아프리카 빈곤지역 자립 돕는 기아차 프로젝트 첫 결실,2017-08-04 09:30:06
303,"기아차, 모빌리티 서비스 브랜드 '위블' 공개",2017-08-08 10:44:03
304,"기아차, '더 멤버십 스팅어 서킷 챌린지' 참가자 모집",2017-08-09 08:44:27
305,한국차에 드리워진 파업 먹구름…현대·GM 이어 기아·르노 임박,2017-08-10 10:30:23
